id;imie;nazwisko;dataUrodzenia;login;haslo
90;Albin;RUTKOWSKA;01.11.1990;haslo3790;
91;Pamela;PAPIERZEWSKI;01.03.1989;haslo5191;
92;Sylwia;B¥K;01.06.1970;haslo4292;
93;Anna;WALCZAK;01.09.1971;haslo6693;
94;Lucyna;WILK;01.03.1984;haslo3494;
95;Zuzanna;PAPIERZEWSKI;01.12.1982;haslo5695;
96;Julia;RUTKOWSKA;01.07.1987;haslo396;
97;Joanna;SOKO£OWSKA;01.07.1977;haslo3097;
98;Aneta;KAMIÑSKA;01.06.1975;haslo3398;
99;Martyna;PIETRZAK;01.12.1987;haslo2399;
100;Teresa;B¥K;01.04.1991;haslo18100;
101;Izabela;WIECZOREK;01.09.1986;haslo44101;
102;¯aneta;B¥K;01.03.1979;haslo20102;
103;Kamila;BORKOWSKA;01.02.1987;haslo5103;
104;Leon;SZEKPSIR;01.06.1970;haslo35104;
105;Lucyna;LEWANDOWSKA;01.12.1997;haslo23105;
106;Aneta;B¥K;01.07.1992;haslo8106;
107;Magdalena;WALCZAK;01.01.1990;haslo24107;
108;Anna;ZAWADZKA;01.10.1973;haslo31108;
109;Joanna;M¥CZKA;01.02.1972;haslo56109;
110;Teresa;NOWAKOWSKA;01.12.1982;haslo47110;
111;Krzysztof;B¥K;01.11.1990;haslo10111;
112;Marika;W£ODARCZYK;01.01.1990;haslo31112;
113;S³awomir;PAPIERZEWSKI;01.08.1994;haslo62113;
114;Zofia;KOWALSKA;01.02.1997;haslo38114;
115;Marzena;OLSZEWSKA;01.02.1977;haslo33115;
116;Stanis³aw;GRABOWSKA;01.01.1975;haslo48116;
117;Mirella;MAZUR;01.06.1975;haslo44117;
118;Katarzyna;WOJCIECHOWSKA;01.08.1979;haslo60118;
119;Zofia;NOWAK;01.10.1978;haslo24119;
120;Izabela;PAWLUK;01.12.1977;haslo17120;
121;Aneta;KALINOWSKA;01.06.1975;haslo6121;
122;Marcjanna;WITKOWSKA;01.11.1975;haslo42122;
123;¯aneta;WRÓBLEWSKA;01.02.1982;haslo12123;
124;Stanis³aw;KORYTKOWSKI;01.05.1993;haslo40124;
125;Szymon;PIETRZAK;01.05.1988;haslo39125;
126;Leon;SADOWSKA;01.11.1980;haslo18126;
127;Jadwiga;WITKOWSKA;01.12.1997;haslo6127;
128;Lucyna;CHMIELEWSKA;01.09.1986;haslo40128;
129;Helena;LEWANDOWSKA;01.05.1983;haslo7129;
130;Antoni;W£ODARCZYK;01.06.1990;haslo48130;
131;Zuzanna;M¥CZKA;01.01.1985;haslo12131;
132;Franciszek;KRAWCZYK;01.09.1971;haslo41132;
133;Helena;WYSOCKA;01.04.1991;haslo48133;
134;Bo¿ena;ADAMCZYK;01.07.1992;haslo48134;
135;Albin;KOWALCZYK;01.11.1995;haslo51135;
136;Dorota;KUBIAK;01.06.1995;haslo15136;
137;Mirella;SIKORA;01.08.1984;haslo21137;
138;Leon;WÓJCIK;01.03.1979;haslo65138;
139;Gracjan;DUDA;01.11.1975;haslo34139;
140;Zbigniew;MICHALSKA;01.05.1988;haslo57140;
141;Adrianna;PAWLUK;01.05.1998;haslo65141;
142;¯aneta;PAWLUK;01.07.1987;haslo57142;
143;S³awomir;PACZOS;01.08.1984;haslo60143;
144;Marcjanna;KORYTKOWSKI;01.06.1970;haslo68144;
145;Ariana;PACZOS;01.08.1994;haslo18145;
146;¯aneta;JANKOWSKA;01.12.1982;haslo29146;
147;Pamela;BARAN;01.04.1971;haslo60147;
148;Teresa;WILK;01.08.1989;haslo34148;
149;Aneta;JANKOWSKA;01.10.1973;haslo37149;
150;Jagoda;ZALEWSKA;01.05.1983;haslo10150;
151;Gracjan;LEWANDOWSKA;01.08.1974;haslo3151;
152;Mirella;TOMASZEWSKA;01.01.1995;haslo19152;
153;Jozue;KOWALSKA;01.02.1987;haslo27153;
154;Bernadetta;WÓJCIK;01.04.1981;haslo19154;
155;Magdalena;KUBIAK;01.01.1980;haslo3155;
156;¯aneta;WITKOWSKA;01.09.1996;haslo10156;
157;Irena;LEWANDOWSKA;01.06.1990;haslo4157;
158;Irena;TOMASZEWSKA;01.03.1979;haslo34158;
159;Wiliam;SIKORA;01.06.1995;haslo41159;
160;Adrianna;LEWANDOWSKA;01.02.1987;haslo5160;
161;Arkadiusz;SZEKPSIR;01.07.1977;haslo16161;
162;Zofia;GRABOWSKA;01.08.1974;haslo31162;
163;Wiliam;NOWAK;01.11.1990;haslo70163;
164;Zuzanna;SZEKPSIR;01.01.1995;haslo13164;
165;Zuzanna;LEWANDOWSKA;01.05.1978;haslo13165;
166;Franciszek;CZARNECKA;01.09.1976;haslo49166;
167;Maria;LIS;01.09.1991;haslo68167;
168;Antonina;CZARNECKA;01.11.1980;haslo39168;
169;Szymon;PAWLAK;01.10.1998;haslo64169;
170;Aneta;JASIÑSKA;01.01.1970;haslo38170;
171;Jagoda;KAMIÑSKA;01.07.1982;haslo42171;
172;Kamila;KALINOWSKA;01.08.1989;haslo39172;
173;Magdalena;MICHALAK;01.09.1996;haslo14173;
174;Ariana;KOWALSKA;01.11.1995;haslo2174;
175;Teresa;ADAMCZYK;01.07.1997;haslo45175;
176;S³awomir;OLSZEWSKA;01.06.1975;haslo65176;
177;Magdalena;PIETRZAK;01.12.1982;haslo5177;
178;Joanna;BORKOWSKA;01.05.1988;haslo10178;
179;Arleta;WILK;01.08.1979;haslo33179;
180;Leon;WIECZOREK;01.03.1974;haslo60180;
181;Joanna;WRÓBLEWSKA;01.09.1996;haslo24181;
182;Marcjanna;BORKOWSKA;01.12.1987;haslo29182;
183;Magdalena;SZEKPSIR;01.11.1975;haslo48183;
184;Albin;BARAN;01.02.1997;haslo70184;
185;Józef;MACIEJEWSKA;01.07.1977;haslo54185;
186;Józef;KRAWCZYK;01.11.1985;haslo11186;
187;Jacek;KOWALSKA;01.10.1993;haslo70187;
188;Zuzanna;MAZUR;01.03.1994;haslo24188;
189;Jagoda;MALINOWSKA;01.09.1991;haslo45189;
190;Aneta;PAPIERZEWSKI;01.01.1985;haslo53190;
191;Aneta;WIECZOREK;01.09.1991;haslo42191;
192;Jagoda;ZAWADZKA;01.02.1997;haslo21192;
193;Adrianna;WILK;01.07.1982;haslo57193;
194;Zuzanna;NOWICKA;01.09.1996;haslo8194;
195;Franciszek;WOJCIECHOWSKA;01.09.1976;haslo69195;
196;Adrianna;KOWALCZYK;01.03.1974;haslo30196;
197;Lilianna;MACIEJEWSKA;01.04.1981;haslo1197;
198;Sylwia;WILK;01.10.1998;haslo40198;
199;Krzysztof;MICHALAK;01.06.1990;haslo27199;
200;Teresa;SZEKPSIR;01.03.1994;haslo67200;
201;Aneta;ZALEWSKA;01.04.1991;haslo56201;
202;Martyna;KUBIAK;01.08.1984;haslo12202;
203;Krzysztof;BARAN;01.12.1992;haslo53203;
204;Pawe³;SAWICKA;01.03.1989;haslo21204;
205;Maksymilian;CHMIELEWSKA;01.11.1990;haslo58205;
206;Józef;ADAMCZYK;01.06.1980;haslo1206;
207;Mirella;B¥K;01.01.1990;haslo45207;
208;Aneta;SZCZEPAÑSKA;01.08.1989;haslo15208;
209;Wojciech;WALCZAK;01.02.1977;haslo52209;
210;Gracjan;PIETRZAK;01.09.1981;haslo64210;
211;Jozue;NOWICKA;01.06.1975;haslo66211;
212;Ariana;MICHALAK;01.07.1992;haslo64212;
213;Katarzyna;BARAN;01.11.1975;haslo14213;
214;Pawe³;MAKOWSKA;01.07.1977;haslo64214;
215;Pamela;MARCINIAK;01.06.1995;haslo22215;
216;Anna;WIECZOREK;01.12.1992;haslo62216;
217;Antoni;BARAN;01.11.1970;haslo10217;
218;Marika;NOWAK;01.01.1995;haslo54218;
219;Maciej;B¥K;01.04.1991;haslo64219;
220;Bogumi³a;W£ODARCZYK;01.07.1997;haslo64220;
221;Jadwiga;KORYTKOWSKI;01.07.1972;haslo36221;
222;Maria;WIECZOREK;01.11.1985;haslo56222;
223;Szymon;WOJCIECHOWSKA;01.02.1972;haslo26223;
224;Irena;B¥K;01.01.1990;haslo42224;
225;Lilianna;SADOWSKA;01.03.1989;haslo22225;
226;Jadwiga;B¥K;01.06.1975;haslo11226;
227;Arleta;KACZMAREK;01.09.1991;haslo25227;
228;Bogumi³a;LEWANDOWSKA;01.11.1990;haslo34228;
229;Gracjan;PACZOS;01.04.1991;haslo11229;
230;Maciej;SADOWSKA;01.10.1973;haslo4230;
231;Szymon;ADAMCZYK;01.06.1990;haslo68231;
232;Jozue;MICHALAK;01.01.1985;haslo52232;
233;Pamela;BA£KA;01.10.1993;haslo62233;
234;Maria;DUDEK;01.01.1985;haslo45234;
235;Adrianna;SZEWCZYK;01.08.1984;haslo19235;
236;Kamila;W£ODARCZYK;01.04.1971;haslo28236;
237;Piotr;NOWICKA;01.07.1997;haslo28237;
238;Pamela;MICHALSKA;01.07.1977;haslo54238;
239;Bernadetta;ZAWADZKA;01.04.1971;haslo17239;
240;Irena;MALINOWSKA;01.03.1994;haslo64240;
241;Mirella;WITKOWSKA;01.06.1985;haslo33241;
242;Arleta;DUDA;01.11.1970;haslo57242;
243;Odetta;PAPIERZEWSKI;01.12.1992;haslo46243;
244;Szymon;PIOTROWSKA;01.02.1982;haslo41244;
245;Wioleta;BORKOWSKA;01.11.1985;haslo49245;
246;Odetta;JASIÑSKA;01.12.1987;haslo7246;
247;Szymon;PIOTROWSKA;01.11.1980;haslo11247;
248;Jagna;M¥CZKA;01.06.1970;haslo11248;
249;Kamila;JASIÑSKA;01.10.1978;haslo25249;
250;Franciszek;KOWALCZYK;01.05.1993;haslo49250;
251;Jagna;KAMIÑSKA;01.02.1977;haslo27251;
252;Maria;PAWLUK;01.05.1973;haslo33252;
253;Odetta;M¥CZKA;01.10.1988;haslo35253;
254;Antoni;JASIÑSKA;01.09.1986;haslo3254;
255;Zuzanna;W£ODARCZYK;01.10.1973;haslo56255;
256;Bo¿ena;PIETRZAK;01.10.1983;haslo61256;
257;Zofia;SOKO£OWSKA;01.10.1983;haslo12257;
258;¯aneta;SOKO£OWSKA;01.07.1972;haslo15258;
259;Wincenty;KOWALSKA;01.11.1990;haslo44259;
260;Marcin;SAWICKA;01.07.1977;haslo1260;
261;Izabela;NOWICKA;01.06.1985;haslo59261;
262;Krystyna;KOWALCZYK;01.05.1988;haslo17262;
263;Julian;MAJEWSKA;01.05.1988;haslo18263;
264;Marcjanna;MAJEWSKA;01.09.1996;haslo67264;
265;Agnieszka;NOWICKA;01.03.1994;haslo18265;
266;Lilianna;DUDEK;01.12.1997;haslo10266;
267;Zofia;PAWLUK;01.07.1987;haslo16267;
268;Izabela;PAWLUK;01.10.1988;haslo35268;
269;Pawe³;MACIEJEWSKA;01.09.1986;haslo26269;
270;¯aneta;WOJCIECHOWSKA;01.10.1973;haslo24270;
271;Helena;PAPIERZEWSKI;01.12.1972;haslo70271;
272;Lilianna;PACZOS;01.09.1976;haslo36272;
273;Bernadetta;GRABOWSKA;01.03.1984;haslo64273;
274;Agnieszka;SZEWCZYK;01.06.1970;haslo18274;
275;Arleta;ADAMCZYK;01.09.1996;haslo48275;
276;Wiliam;CZARNECKA;01.06.1985;haslo14276;
277;Adrianna;KACZMAREK;01.09.1981;haslo6277;
278;Arleta;PAWLUK;01.01.1985;haslo65278;
279;Pawe³;MAZUR;01.04.1976;haslo37279;
280;Zbigniew;MARCINIAK;01.04.1996;haslo44280;
281;Wioleta;WOJCIECHOWSKA;01.04.1986;haslo33281;
282;Wiliam;B¥K;01.07.1982;haslo33282;
283;Krzysztof;LIS;01.08.1984;haslo4283;
284;Wiliam;PAWLUK;01.06.1970;haslo3284;
285;Krystyna;RUTKOWSKA;01.02.1982;haslo55285;
286;Dominika;OSTROWSKA;01.10.1998;haslo16286;
287;Wiliam;PAWLUK;01.02.1987;haslo36287;
288;Maciej;SZEKPSIR;01.01.1985;haslo67288;
289;Teresa;DUDEK;01.01.1985;haslo23289;
290;Zuzanna;DUDA;01.02.1992;haslo8290;
291;¯aneta;PIETRZAK;01.08.1979;haslo15291;
292;Lucyna;JANKOWSKA;01.01.1995;haslo33292;
293;Dominika;KWIATKOWSKA;01.05.1993;haslo69293;
294;Andrzej;NOWICKA;01.03.1984;haslo64294;
295;Anna;MAKOWSKA;01.08.1994;haslo64295;
296;Adrianna;MAZUR;01.12.1977;haslo9296;
297;Zbigniew;NOWAK;01.09.1971;haslo31297;
298;Szymon;ZAWADZKA;01.11.1970;haslo53298;
299;Zuzanna;WÓJCIK;01.09.1971;haslo59299;
300;Marcjanna;TOMASZEWSKA;01.01.1990;haslo52300;
301;Dorota;MARCINIAK;01.09.1991;haslo38301;
302;Marzena;CHMIELEWSKA;01.05.1978;haslo6302;
303;Zofia;ADAMCZYK;01.12.1997;haslo65303;
304;Zbigniew;TOMASZEWSKA;01.01.1980;haslo45304;
305;Wiliam;LEWANDOWSKA;01.09.1971;haslo29305;
306;Zbigniew;MAZUR;01.12.1972;haslo3306;
307;Marcin;WRÓBLEWSKA;01.01.1990;haslo35307;
308;Marcjanna;TOMASZEWSKA;01.06.1990;haslo40308;
309;Hanna;KUCHARSKA;01.06.1995;haslo64309;
310;Jozue;KUBIAK;01.08.1979;haslo43310;
311;Leon;OSTROWSKA;01.09.1976;haslo64311;
312;¯aneta;SZCZEPAÑSKA;01.08.1984;haslo54312;
313;Albin;MICHALAK;01.07.1977;haslo70313;
314;Natan;CZARNECKA;01.01.1985;haslo67314;
315;Magdalena;KALINOWSKA;01.10.1978;haslo61315;
316;Lucyna;PAPIERZEWSKI;01.07.1972;haslo55316;
317;Aleksander;LEWANDOWSKA;01.07.1992;haslo41317;
318;Zuzanna;KOWALSKA;01.07.1982;haslo10318;
319;Wioleta;JAWORSKA;01.11.1970;haslo70319;
320;Dominika;MICHALSKA;01.09.1986;haslo45320;
321;Zbigniew;PIOTROWSKA;01.04.1996;haslo55321;
322;Wojciech;WILK;01.02.1997;haslo54322;
323;Jozue;PIETRZAK;01.08.1984;haslo45323;
324;Agnieszka;KUCHARSKA;01.06.1980;haslo70324;
325;Teresa;NOWAK;01.12.1997;haslo40325;
326;Jacek;SOKO£OWSKA;01.01.1990;haslo15326;
327;Kamila;SZEKPSIR;01.10.1993;haslo47327;
328;Lucyna;MACIEJEWSKA;01.12.1997;haslo59328;
329;Jagna;OSTROWSKA;01.03.1989;haslo36329;
330;Franciszek;B¥K;01.07.1997;haslo21330;
331;Nikola;WYSOCKA;01.05.1998;haslo44331;
332;Bo¿ena;MAKOWSKA;01.11.1995;haslo39332;
333;Dominika;MARCINIAK;01.01.1995;haslo20333;
334;Mirella;WILK;01.12.1982;haslo35334;
335;Marcjanna;ZALEWSKA;01.12.1972;haslo9335;
336;Jozue;DUDEK;01.10.1998;haslo19336;
337;Sylwia;KUBIAK;01.10.1983;haslo62337;
338;Maciej;DUDEK;01.07.1977;haslo42338;
339;Bernadetta;WOJCIECHOWSKA;01.08.1984;haslo41339;
340;Antoni;SADOWSKA;01.12.1972;haslo33340;
341;Zofia;MACIEJEWSKA;01.07.1992;haslo51341;
342;Antonina;KWIATKOWSKA;01.08.1979;haslo42342;
343;Agnieszka;SZEKPSIR;01.02.1977;haslo39343;
344;Franciszek;PAW£OWSKA;01.01.1980;haslo40344;
345;Kamila;SOKO£OWSKA;01.03.1994;haslo19345;
346;Piotr;JAWORSKA;01.11.1975;haslo56346;
347;Wincenty;NOWAKOWSKA;01.08.1974;haslo19347;
348;Zbigniew;M¥CZKA;01.02.1987;haslo51348;
349;Józef;SOKO£OWSKA;01.05.1983;haslo69349;
350;Jadwiga;BORKOWSKA;01.02.1982;haslo12350;
351;Marzena;SIKORA;01.05.1998;haslo30351;
352;Bo¿ena;RUTKOWSKA;01.11.1985;haslo26352;
353;Franciszek;WÓJCIK;01.02.1987;haslo65353;
354;Kamila;KOWALCZYK;01.09.1991;haslo46354;
355;Jacek;KUBIAK;01.09.1991;haslo44355;
356;Marcjanna;BARAN;01.06.1985;haslo54356;
357;Aleksander;KUCHARSKA;01.08.1984;haslo69357;
358;Marcjanna;OSTROWSKA;01.12.1997;haslo7358;
359;Julian;KORYTKOWSKI;01.03.1994;haslo3359;
360;Izabela;MARCINIAK;01.06.1995;haslo69360;
361;Jadwiga;KACZMAREK;01.09.1976;haslo3361;
362;Irena;PAW£OWSKA;01.12.1992;haslo15362;
363;Agnieszka;KUCHARSKA;01.04.1996;haslo12363;
364;Maksymilian;PACZOS;01.10.1973;haslo5364;
365;S³awomir;PIOTROWSKA;01.09.1986;haslo11365;
366;Irena;DUDEK;01.10.1998;haslo3366;
367;Agnieszka;PAWLUK;01.06.1975;haslo37367;
368;Magdalena;ZAWADZKA;01.08.1994;haslo67368;
369;Jozue;ZALEWSKA;01.07.1977;haslo10369;
370;Teresa;DUDA;01.05.1988;haslo6370;
371;Helena;SIKORA;01.04.1976;haslo45371;
372;Bogumi³a;JANKOWSKA;01.04.1991;haslo3372;
373;Leon;KOWALCZYK;01.08.1979;haslo25373;
374;Dorota;CHMIELEWSKA;01.08.1994;haslo59374;
375;Antonina;ADAMCZYK;01.10.1988;haslo5375;
376;Hanna;JANKOWSKA;01.06.1975;haslo38376;
377;Dominika;PAWLUK;01.04.1981;haslo53377;
378;Antonina;GRABOWSKA;01.07.1977;haslo68378;
379;S³awomir;MAZUR;01.02.1987;haslo46379;
380;Leon;DUDA;01.06.1975;haslo39380;
381;Jozue;WOJCIECHOWSKA;01.03.1994;haslo38381;
382;Wojciech;W£ODARCZYK;01.06.1975;haslo41382;
383;Arleta;WYSOCKA;01.05.1983;haslo1383;
384;Antoni;WYSOCKA;01.04.1991;haslo27384;
385;Franciszek;KUBIAK;01.07.1987;haslo62385;
386;Nikola;MICHALSKA;01.12.1997;haslo29386;
387;Irena;KACZMAREK;01.05.1973;haslo30387;
388;Lucyna;MAZUR;01.09.1986;haslo43388;
389;Albin;DUDEK;01.08.1974;haslo65389;
390;Franciszek;PIETRZAK;01.08.1984;haslo59390;
391;Marcin;NOWAK;01.02.1982;haslo8391;
392;Hanna;WÓJCIK;01.05.1988;haslo61392;
393;Izabela;KACZMAREK;01.09.1976;haslo52393;
394;Antoni;TOMASZEWSKA;01.10.1993;haslo33394;
395;Adrianna;JANKOWSKA;01.11.1975;haslo40395;
396;Martyna;SAWICKA;01.04.1996;haslo56396;
397;Natan;SZCZEPAÑSKA;01.03.1974;haslo20397;
398;Teresa;KWIATKOWSKA;01.10.1988;haslo43398;
399;Joanna;OLSZEWSKA;01.10.1988;haslo50399;
400;Julian;ZAWADZKA;01.09.1971;haslo53400;
401;Maria;KORYTKOWSKI;01.04.1981;haslo5401;
402;Jacek;BA£KA;01.05.1993;haslo21402;
403;Dominika;MAKOWSKA;01.02.1987;haslo14403;
404;Piotr;KWIATKOWSKA;01.01.1985;haslo66404;
405;¯aneta;LEWANDOWSKA;01.10.1998;haslo65405;
406;Dominika;KACZMAREK;01.08.1974;haslo66406;
407;Mirella;PIETRZAK;01.01.1985;haslo21407;
408;Magdalena;MAZUR;01.09.1976;haslo18408;
409;Arkadiusz;PIETRZAK;01.02.1987;haslo48409;
410;Wojciech;SZEWCZYK;01.06.1970;haslo66410;
411;Bogumi³a;SIKORA;01.02.1977;haslo11411;
412;Szymon;OLSZEWSKA;01.09.1971;haslo67412;
413;Hanna;LIS;01.08.1979;haslo66413;
414;Joanna;WÓJCIK;01.03.1989;haslo67414;
415;Szymon;MARCINIAK;01.06.1970;haslo11415;
416;Albin;SZEKPSIR;01.06.1975;haslo38416;
417;Jagoda;CHMIELEWSKA;01.10.1973;haslo22417;
418;Leon;W£ODARCZYK;01.02.1997;haslo54418;
419;Zbigniew;NOWAK;01.05.1988;haslo1419;
420;Zuzanna;KUBIAK;01.10.1988;haslo24420;
421;¯aneta;JAWORSKA;01.08.1984;haslo48421;
422;Ariana;WIECZOREK;01.01.1975;haslo14422;
423;Magdalena;RUTKOWSKA;01.04.1986;haslo40423;
424;Dominika;SIKORA;01.08.1974;haslo46424;
425;Martyna;MAKOWSKA;01.06.1985;haslo41425;
426;Jozue;SOKO£OWSKA;01.06.1975;haslo49426;
427;Gracjan;KUCHARSKA;01.09.1971;haslo9427;
428;Mirella;WIECZOREK;01.09.1981;haslo21428;
429;Agnieszka;PIOTROWSKA;01.10.1998;haslo42429;
430;Adrianna;KALINOWSKA;01.10.1983;haslo31430;
431;Hanna;MAJEWSKA;01.11.1995;haslo13431;
432;Julia;SAWICKA;01.09.1991;haslo25432;
433;Aneta;KWIATKOWSKA;01.10.1993;haslo2433;
434;Marcjanna;MARCINIAK;01.02.1992;haslo46434;
435;Krystyna;KUCHARSKA;01.06.1975;haslo69435;
436;Dominika;DUDA;01.07.1982;haslo3436;
437;Jagna;SZEKPSIR;01.10.1978;haslo29437;
438;Katarzyna;PAWLAK;01.04.1971;haslo10438;
439;Piotr;PAWLAK;01.01.1975;haslo33439;
440;¯aneta;KACZMAREK;01.06.1985;haslo33440;
441;Magdalena;KORYTKOWSKI;01.12.1992;haslo36441;
442;Mirella;KAMIÑSKA;01.11.1990;haslo62442;
443;Helena;GRABOWSKA;01.09.1996;haslo37443;
444;Petronella;OLSZEWSKA;01.07.1972;haslo15444;
445;Antoni;SIKORA;01.09.1981;haslo5445;
446;Kamila;KOWALSKA;01.05.1988;haslo56446;
447;Nikola;MARCINIAK;01.02.1972;haslo6447;
448;Albin;PAW£OWSKA;01.05.1973;haslo32448;
449;Andrzej;PACZOS;01.07.1987;haslo64449;
450;Jan;KRAWCZYK;01.09.1976;haslo50450;
451;Dominika;ZAWADZKA;01.08.1974;haslo35451;
452;Antonina;OLSZEWSKA;01.03.1974;haslo56452;
453;Katarzyna;KAMIÑSKA;01.07.1972;haslo55453;
454;Bo¿ena;GRABOWSKA;01.09.1971;haslo46454;
455;Marzena;LIS;01.12.1992;haslo9455;
456;Józef;JAKUBOWSKA;01.12.1977;haslo5456;
457;Wioleta;JAKUBOWSKA;01.03.1974;haslo10457;
458;Mirella;JAKUBOWSKA;01.04.1996;haslo8458;
459;Piotr;KORYTKOWSKI;01.10.1988;haslo36459;
460;Bo¿ena;B¥K;01.03.1994;haslo50460;
461;Jadwiga;BA£KA;01.04.1976;haslo66461;
462;Jacek;LIS;01.08.1984;haslo49462;
463;Marcjanna;KUBIAK;01.02.1972;haslo6463;
464;Zofia;WITKOWSKA;01.02.1972;haslo11464;
465;Katarzyna;WÓJCIK;01.06.1990;haslo5465;
466;Jagna;PAW£OWSKA;01.05.1973;haslo12466;
